Customer ID,Number of Houses,Avg Size Household,Age,Relationship Status,Household Type,Education Level,House Type,Number of Car Policies,Number of Life Insurance Policies,Purchased?
452867,1,1,36,Other Relationship,Without Children,Medium,Rented House,1,0,No
389314,1,3,43,Married,Without Children,Medium,Home Owner,0,0,No
260768,1,3,32,Married,Without Children,Medium,Home Owner,2,0,No
93202,1,4,38,Married,With Children,Low,Rented House,0,0,No
247202,1,3,42,Married,Without Children,High,Home Owner,1,0,Yes
420181,1,3,45,Married,With Children,Medium,Home Owner,0,0,Yes
413000,1,2,42,Married,With Children,Low,Home Owner,1,0,No
874393,1,3,42,Married,With Children,Low,Home Owner,0,0,No
413507,1,3,30,Married,With Children,Low,Home Owner,0,0,No
746991,1,3,44,Married,With Children,High,Home Owner,1,0,No
835882,1,3,40,Married,With Children,Low,Rented House,0,0,No
917071,1,3,50,Married,Without Children,Low,Home Owner,0,0,No
249699,1,2,31,Other Relationship,Without Children,Medium,Rented House,0,0,No
368950,1,4,36,Married,With Children,Medium,Home Owner,0,0,No
428279,1,3,40,Married,With Children,High,Home Owner,2,0,No
86691,1,1,36,Other Relationship,Without Children,Medium,Rented House,0,0,No
254444,1,3,52,Married,Without Children,Medium,Home Owner,0,0,No
854916,1,1,28,Other Relationship,Without Children,Medium,Rented House,1,0,No
451780,1,5,45,Married,With Children,Medium,Home Owner,1,0,No
974803,1,2,32,Married,Without Children,Low,Home Owner,0,0,No
160652,1,2,53,Married,Without Children,Medium,Home Owner,1,0,No
975709,1,2,52,Married,Without Children,Medium,Rented House,1,0,No
642369,1,3,40,Married,Without Children,Medium,Home Owner,1,0,No
199714,1,2,42,Other Relationship,Without Children,High,Rented House,1,0,No
979613,1,3,48,Married,Without Children,Low,Rented House,1,0,No
367651,1,3,50,Married,With Children,Low,Home Owner,0,0,No
529013,1,3,47,Other Relationship,With Children,Low,Home Owner,0,0,No
575617,1,2,51,Married,Without Children,Medium,Home Owner,1,0,Yes
707473,1,2,56,Married,Without Children,Low,Rented House,1,0,No
715214,1,3,40,Married,With Children,High,Home Owner,0,0,No
33166,1,2,32,Other Relationship,Without Children,Low,Home Owner,0,0,No
196852,1,3,42,Married,With Children,Low,Home Owner,1,0,No
588693,1,2,35,Married,Without Children,Low,Rented House,0,0,No
319444,1,2,55,Married,Without Children,Medium,Rented House,0,0,No
33951,1,3,33,Married,With Children,Low,Home Owner,0,0,No
555444,1,3,55,Married,With Children,Low,Home Owner,0,0,No
847326,1,2,58,Married,Without Children,Low,Rented House,0,0,No
863518,1,2,38,Married,Without Children,Medium,Home Owner,1,0,No
124041,1,2,60,Married,Without Children,Medium,Home Owner,0,0,No
892815,1,3,50,Married,With Children,Low,Rented House,2,0,No
591143,1,2,54,Married,Without Children,Low,Home Owner,0,0,Yes
754216,1,3,34,Married,With Children,Low,Rented House,1,0,No
379499,1,1,21,Singles,Without Children,Medium,Rented House,1,0,No
712319,1,2,52,Married,Without Children,Medium,Rented House,1,0,No
756615,1,3,43,Married,With Children,Medium,Home Owner,0,0,No
685906,1,3,44,Married,With Children,Medium,Home Owner,1,0,No
966141,1,3,50,Married,With Children,Medium,Home Owner,1,0,No
142691,1,2,65,Married,Without Children,Medium,Rented House,0,0,No
70476,1,3,40,Married,Without Children,High,Home Owner,1,0,Yes
738000,1,2,49,Married,Without Children,Medium,Home Owner,0,0,No
9602,1,2,56,Married,Without Children,Low,Rented House,0,0,No
247856,2,3,44,Married,With Children,Low,Home Owner,1,0,No
222995,1,3,40,Married,With Children,Medium,Home Owner,1,0,Yes
686464,1,3,60,Married,With Children,Low,Rented House,0,0,No
133667,1,2,31,Married,With Children,Medium,Rented House,1,0,No
611624,1,3,48,Married,With Children,Low,Home Owner,1,0,No
327697,1,4,31,Married,With Children,Low,Home Owner,1,0,No
97218,1,3,47,Married,With Children,Low,Rented House,1,0,No
166941,1,3,42,Married,Without Children,Medium,Home Owner,0,0,No
449226,1,3,40,Married,With Children,Low,Home Owner,0,0,No
886020,1,2,44,Married,Without Children,Low,Rented House,0,0,No
203425,1,3,42,Married,With Children,Medium,Home Owner,1,0,No
772056,1,3,56,Married,With Children,Low,Rented House,1,1,No
822215,1,2,47,Married,With Children,Low,Home Owner,0,0,No
446556,1,2,62,Married,Without Children,Low,Rented House,1,0,Yes
736244,1,2,40,Married,Without Children,Medium,Home Owner,1,0,Yes
529916,1,4,45,Married,With Children,Low,Rented House,0,0,No
391938,1,2,59,Married,With Children,Low,Rented House,1,0,Yes
949922,1,3,50,Married,Without Children,Low,Home Owner,0,0,No
472383,1,3,48,Married,With Children,Low,Home Owner,0,0,No
361367,1,4,35,Married,With Children,Medium,Home Owner,0,0,No
242992,1,4,39,Married,With Children,Low,Home Owner,0,0,No
985743,1,3,45,Married,With Children,Low,Rented House,0,0,No
295347,1,4,31,Married,With Children,Low,Rented House,0,0,No
541430,1,3,48,Married,With Children,Low,Home Owner,0,0,No
333371,2,3,39,Married,With Children,Low,Home Owner,0,0,No
925730,1,2,56,Married,With Children,High,Home Owner,0,0,No
326201,1,3,47,Married,With Children,Low,Home Owner,1,0,Yes
204286,1,3,47,Married,Without Children,Medium,Home Owner,0,0,No
401714,1,2,52,Married,Without Children,Low,Home Owner,1,0,Yes
398177,1,3,45,Married,With Children,Medium,Home Owner,1,0,No
581890,1,3,41,Married,With Children,Low,Home Owner,0,0,No
36035,1,3,60,Married,With Children,Low,Home Owner,0,0,No
805791,1,2,44,Married,Without Children,Low,Rented House,0,0,No
19001,2,3,40,Married,With Children,Low,Home Owner,0,0,No
545901,1,3,46,Married,With Children,Medium,Home Owner,0,0,No
136619,1,3,35,Married,With Children,High,Home Owner,0,0,No
781387,1,3,50,Married,Without Children,Low,Rented House,0,0,No
275013,2,2,50,Married,Without Children,Low,Rented House,0,0,No
216740,1,3,41,Married,With Children,High,Home Owner,2,0,No
350011,1,3,34,Married,Without Children,Medium,Home Owner,0,0,No
127153,1,2,35,Other Relationship,With Children,Medium,Rented House,0,0,No
804367,1,2,33,Married,Without Children,Low,Rented House,0,0,No
883757,1,3,59,Married,Without Children,Medium,Rented House,1,0,No
691735,1,3,44,Married,Without Children,Medium,Home Owner,0,0,No
454353,1,2,49,Married,Without Children,High,Rented House,0,0,No
681624,1,3,41,Married,With Children,Low,Home Owner,0,0,No
701039,1,3,47,Married,With Children,Low,Rented House,0,0,No
849941,1,2,60,Married,Without Children,Medium,Home Owner,2,0,No
36597,1,3,55,Married,Without Children,Low,Home Owner,0,0,No
8382,1,2,35,Other Relationship,With Children,High,Rented House,0,0,No
440159,1,2,32,Married,Without Children,Low,Rented House,0,0,No
507238,1,3,34,Married,With Children,Low,Home Owner,0,0,No
632548,1,1,63,Other Relationship,Without Children,Low,Rented House,0,0,No
821952,1,3,30,Married,With Children,Low,Home Owner,0,0,No
796098,1,3,45,Married,Without Children,Medium,Rented House,1,0,No
818653,1,2,20,Married,Without Children,Low,Rented House,1,0,No
34159,1,3,44,Married,Without Children,Low,Home Owner,1,0,No
422930,2,2,60,Married,Without Children,Low,Home Owner,1,0,No
916095,2,3,47,Married,With Children,Medium,Home Owner,0,0,No
679773,1,3,40,Married,With Children,Low,Rented House,1,0,No
579613,1,2,55,Other Relationship,With Children,Low,Rented House,0,0,No
221455,1,1,74,Other Relationship,Without Children,Low,Rented House,0,0,No
80038,1,4,41,Married,With Children,Low,Rented House,0,0,No
51447,2,5,49,Married,With Children,Low,Home Owner,0,0,No
614487,2,2,70,Married,Without Children,Medium,Home Owner,0,0,No
259201,2,3,37,Married,With Children,Low,Home Owner,0,0,No
436929,3,2,55,Married,Without Children,Medium,Home Owner,0,0,No
85417,1,3,57,Married,Without Children,High,Home Owner,2,0,Yes
159223,1,3,40,Living Together,Without Children,Low,Home Owner,0,0,No
557228,1,2,43,Married,With Children,Low,Home Owner,0,0,No
975559,1,2,60,Married,Without Children,Low,Rented House,1,0,No
806961,1,4,39,Married,With Children,Low,Rented House,0,0,No
474638,1,2,43,Married,With Children,High,Rented House,0,0,No
574415,1,3,36,Married,With Children,Low,Home Owner,0,0,No
582394,1,2,59,Other Relationship,Without Children,Medium,Rented House,1,0,No
775280,1,4,49,Married,With Children,Medium,Home Owner,1,0,No
483123,1,3,45,Married,With Children,Low,Rented House,1,0,No
488126,1,3,35,Married,With Children,Low,Home Owner,0,0,No
762170,1,3,48,Married,Without Children,Medium,Home Owner,1,0,Yes
941940,1,3,48,Married,Without Children,Low,Home Owner,0,0,No
630927,1,2,42,Married,Without Children,Low,Home Owner,0,0,No
60272,1,4,46,Married,With Children,High,Home Owner,0,0,No
943938,1,1,39,Other Relationship,Without Children,High,Rented House,1,0,No
590093,1,3,46,Married,Without Children,Low,Home Owner,1,0,No
591550,1,2,58,Married,Without Children,Medium,Rented House,1,0,No
182346,1,4,30,Married,With Children,Low,Home Owner,1,0,No
944295,1,3,30,Married,With Children,Low,Home Owner,1,0,No
84816,1,3,40,Other Relationship,Without Children,Medium,Rented House,2,0,No
192239,1,2,40,Married,Without Children,Low,Home Owner,1,0,No
858931,2,3,33,Married,With Children,Low,Home Owner,1,0,No
955383,2,3,46,Married,With Children,Low,Home Owner,0,0,No
519591,1,1,20,Singles,Without Children,Medium,Rented House,0,0,No
193574,1,4,40,Married,With Children,Low,Home Owner,0,0,No
269525,1,2,42,Married,Without Children,Medium,Home Owner,2,0,No
992700,1,2,57,Married,Without Children,High,Home Owner,0,0,No
191898,1,4,46,Married,With Children,High,Rented House,0,0,No
729843,1,2,48,Married,Without Children,Medium,Home Owner,1,0,No
581165,1,2,61,Other Relationship,Without Children,Low,Rented House,1,0,No
701600,1,2,46,Married,Without Children,Low,Home Owner,0,0,No
82205,1,3,49,Married,With Children,Low,Rented House,0,0,No
904222,1,2,54,Married,Without Children,Low,Home Owner,1,0,No
410538,1,2,63,Married,Without Children,Low,Rented House,1,0,No
761811,2,3,46,Married,With Children,Medium,Home Owner,1,0,No
690746,1,3,48,Married,Without Children,Medium,Home Owner,0,0,No
394005,2,2,61,Married,Without Children,Medium,Rented House,0,0,No
881567,1,2,34,Married,Without Children,Medium,Home Owner,1,0,No
224235,1,3,44,Married,Without Children,Medium,Rented House,1,0,No
183009,1,4,33,Married,With Children,Low,Rented House,1,0,No
142105,1,2,50,Other Relationship,With Children,Low,Home Owner,0,0,No
866223,1,2,32,Living Together,Without Children,Medium,Rented House,0,0,No
1416,1,2,67,Married,Without Children,Medium,Home Owner,1,0,No
737193,1,3,41,Married,With Children,High,Home Owner,0,0,No
136937,1,2,42,Married,Without Children,Medium,Rented House,1,0,Yes
284070,1,3,41,Married,Without Children,High,Home Owner,1,0,No
206307,1,2,53,Married,Without Children,Low,Rented House,0,0,No
89526,1,3,46,Married,With Children,High,Home Owner,1,0,Yes
360449,1,3,57,Married,Without Children,High,Home Owner,1,0,Yes
876421,1,4,33,Married,With Children,High,Home Owner,1,0,No
584008,1,2,35,Married,Without Children,Medium,Rented House,1,0,No
940067,1,2,53,Other Relationship,With Children,Low,Rented House,1,0,No
282090,2,4,45,Married,With Children,Medium,Home Owner,1,0,No
736207,1,2,47,Married,Without Children,Low,Rented House,0,0,No
788675,1,2,52,Other Relationship,Without Children,Low,Rented House,1,0,No
199075,1,3,47,Married,With Children,High,Home Owner,1,0,Yes
978201,1,2,56,Married,Without Children,Low,Rented House,1,0,No
325570,1,4,37,Married,With Children,High,Rented House,0,1,No
853506,1,2,47,Married,With Children,Low,Home Owner,1,0,No
404823,1,2,60,Other Relationship,Without Children,Low,Rented House,0,0,No
139472,1,2,51,Other Relationship,With Children,Low,Rented House,1,1,No
48818,1,3,34,Married,With Children,Low,Home Owner,1,0,No
712873,1,2,52,Other Relationship,Without Children,Low,Home Owner,0,0,No
908917,1,3,31,Married,With Children,Medium,Rented House,0,0,No
901188,1,3,54,Married,Without Children,Medium,Home Owner,1,0,No
227164,1,2,66,Other Relationship,Without Children,Medium,Rented House,1,0,No
683722,1,2,51,Other Relationship,With Children,Low,Rented House,0,0,No
954446,1,3,30,Married,With Children,Low,Home Owner,1,0,No
775015,2,3,49,Married,With Children,Low,Home Owner,1,0,No
143974,1,3,41,Married,Without Children,Low,Home Owner,0,0,No
576851,1,3,32,Married,With Children,Low,Rented House,0,0,No
586178,1,3,40,Married,With Children,Low,Home Owner,1,0,No
559803,1,2,50,Married,Without Children,Low,Home Owner,1,0,Yes
501929,1,2,33,Married,With Children,Medium,Rented House,0,0,No
893374,1,3,43,Married,With Children,Low,Home Owner,1,0,No
851671,1,2,53,Married,Without Children,Low,Home Owner,0,0,No
507253,1,2,53,Married,Without Children,Low,Rented House,1,0,No
441370,2,4,40,Married,With Children,Medium,Home Owner,0,0,No
794231,1,4,35,Married,With Children,Medium,Home Owner,1,0,No
709045,1,2,54,Married,Without Children,Low,Rented House,0,0,No
920807,1,2,37,Married,With Children,Low,Rented House,1,0,No
401435,1,1,31,Living Together,Without Children,Medium,Rented House,1,0,No
434796,1,2,50,Married,With Children,Low,Home Owner,0,0,No
826109,1,3,40,Married,With Children,Medium,Rented House,0,1,No
258889,2,2,32,Other Relationship,Without Children,High,Rented House,0,0,No
876761,1,3,41,Married,With Children,Low,Home Owner,0,0,No
208084,1,2,48,Married,Without Children,Low,Rented House,1,4,No
182063,1,3,42,Married,With Children,Low,Rented House,0,0,No
265850,1,3,43,Married,With Children,Low,Rented House,0,0,No
688210,1,2,43,Married,With Children,Medium,Home Owner,0,0,No
226338,1,2,55,Married,Without Children,Low,Home Owner,1,0,No
872352,1,2,46,Married,With Children,Low,Home Owner,0,0,No
761615,1,5,44,Married,With Children,Medium,Home Owner,1,0,No
721345,1,2,50,Married,Without Children,Medium,Rented House,1,0,No
240433,1,3,45,Married,With Children,Medium,Home Owner,0,0,No
753076,1,2,60,Married,Without Children,Low,Rented House,1,0,No
309557,1,2,46,Married,Without Children,Medium,Home Owner,0,0,No
262807,1,2,55,Married,Without Children,Medium,Rented House,0,0,No
994768,1,2,36,Married,Without Children,Medium,Rented House,0,0,No
527819,1,2,42,Married,Without Children,Low,Home Owner,1,0,No
670007,1,2,40,Married,Without Children,Medium,Rented House,1,0,No
264221,1,3,47,Married,With Children,Low,Rented House,0,0,No
24683,1,2,48,Married,Without Children,Medium,Rented House,1,0,No
587567,1,3,47,Married,With Children,Low,Rented House,0,0,No
731475,1,2,26,Married,Without Children,Medium,Rented House,0,0,No
568319,2,3,45,Married,With Children,Low,Rented House,0,0,No
639575,1,3,47,Married,With Children,Low,Home Owner,2,0,No
775063,2,2,49,Married,With Children,Low,Rented House,1,0,No
358615,1,2,69,Married,Without Children,Medium,Home Owner,1,0,No
615921,1,1,40,Other Relationship,Without Children,Medium,Rented House,0,0,No
858772,1,3,41,Living Together,With Children,Low,Home Owner,0,0,No
298357,1,3,59,Married,With Children,Low,Home Owner,1,0,No
956485,1,2,57,Married,Without Children,Low,Home Owner,0,0,No
505984,1,4,44,Married,With Children,Low,Rented House,1,1,No
164911,1,3,59,Married,Without Children,Low,Rented House,1,0,No
334411,1,3,49,Married,With Children,Medium,Home Owner,0,0,No
927024,2,2,31,Married,With Children,Low,Rented House,0,0,No
906293,2,4,47,Married,With Children,High,Home Owner,0,0,No
745703,1,3,50,Married,With Children,Low,Home Owner,1,0,No
977902,1,2,41,Other Relationship,With Children,Low,Home Owner,1,0,No
300291,1,3,45,Married,With Children,Low,Rented House,1,0,No
261101,1,2,58,Married,Without Children,High,Home Owner,1,0,No
237141,1,1,56,Singles,Without Children,Low,Rented House,0,0,No
445393,1,4,32,Married,With Children,Medium,Home Owner,1,1,No
795636,1,3,46,Married,With Children,Medium,Home Owner,0,0,No
486792,1,2,31,Married,With Children,High,Rented House,1,0,No
963567,1,2,33,Other Relationship,Without Children,Medium,Rented House,1,0,Yes
557314,1,2,42,Married,Without Children,Medium,Home Owner,0,0,No
423409,1,2,57,Married,Without Children,Medium,Rented House,1,0,No
413755,1,2,39,Other Relationship,Without Children,Low,Home Owner,0,0,No
336500,1,4,37,Married,With Children,Low,Home Owner,1,0,No
897075,2,2,30,Living Together,Without Children,Medium,Rented House,1,0,No
751139,1,5,43,Married,With Children,Medium,Home Owner,0,0,No
7038,1,3,46,Married,With Children,Low,Rented House,0,0,No
783816,1,2,33,Living Together,Without Children,Low,Rented House,0,0,No
680044,2,3,49,Married,With Children,Low,Home Owner,1,0,No
798257,1,1,63,Singles,Without Children,Low,Rented House,0,0,No
485948,1,4,45,Married,With Children,Low,Home Owner,0,0,No
478038,1,2,47,Married,Without Children,Medium,Rented House,0,0,No
183682,1,2,47,Other Relationship,With Children,Low,Rented House,0,0,No
782388,1,3,34,Married,With Children,Low,Rented House,1,0,No
497190,1,4,42,Married,Without Children,Low,Home Owner,0,0,No
725259,1,2,51,Married,Without Children,Low,Home Owner,0,0,No
937104,1,3,43,Married,With Children,Low,Home Owner,1,0,No
369316,1,3,56,Married,Without Children,High,Home Owner,0,0,No
842097,1,2,53,Married,Without Children,Low,Rented House,2,0,No
381200,1,3,40,Married,With Children,Low,Home Owner,1,0,No
401116,1,1,37,Other Relationship,Without Children,Medium,Rented House,1,0,No
660218,2,4,39,Married,With Children,Low,Home Owner,1,0,No
479933,1,3,48,Married,With Children,Low,Rented House,0,0,No
310754,1,3,60,Married,Without Children,Low,Home Owner,0,0,No
833666,1,3,43,Married,With Children,Medium,Home Owner,1,0,No
395283,1,3,40,Married,With Children,Medium,Home Owner,0,0,No
257180,1,3,41,Married,With Children,Low,Rented House,0,0,No
280837,1,2,57,Married,Without Children,Medium,Home Owner,0,0,No
45142,1,3,46,Married,With Children,Low,Rented House,1,0,No
62639,1,3,49,Married,With Children,High,Home Owner,1,0,Yes
590515,1,3,36,Married,With Children,Medium,Home Owner,0,0,No
945017,1,2,42,Married,Without Children,High,Home Owner,0,1,No
134244,1,2,37,Married,Without Children,Medium,Home Owner,1,0,No
935441,1,3,31,Married,Without Children,Medium,Home Owner,0,0,No
913753,1,3,50,Married,With Children,Medium,Home Owner,1,0,No
813736,1,3,48,Married,With Children,Low,Home Owner,0,0,No
82587,1,1,39,Other Relationship,Without Children,High,Rented House,1,0,No
185813,1,2,29,Married,Without Children,Medium,Rented House,0,2,No
221210,2,2,52,Married,With Children,Low,Rented House,0,0,No
228582,1,2,47,Married,Without Children,Low,Home Owner,0,0,No
458367,1,2,54,Married,Without Children,Low,Rented House,1,0,Yes
859077,1,4,47,Married,With Children,Medium,Home Owner,0,0,No
120062,1,3,40,Other Relationship,With Children,Low,Rented House,0,0,No
596879,1,3,48,Married,With Children,Low,Home Owner,1,0,No
138415,1,3,45,Married,With Children,High,Home Owner,0,0,No
388666,1,3,53,Other Relationship,With Children,Low,Rented House,1,0,No
23860,1,3,37,Married,With Children,Low,Home Owner,0,0,No
901947,2,1,67,Other Relationship,Without Children,Low,Rented House,0,0,No
928309,1,3,50,Married,With Children,Medium,Rented House,0,0,No
867424,1,2,31,Married,Without Children,High,Home Owner,0,0,No
250201,1,4,44,Married,With Children,Low,Rented House,1,0,No
634433,1,3,30,Married,Without Children,Medium,Home Owner,0,0,No
237014,1,3,49,Married,With Children,Medium,Home Owner,0,0,No
588558,1,1,56,Singles,Without Children,Low,Rented House,0,0,No
51808,1,3,40,Married,With Children,Low,Home Owner,2,2,No
305377,1,3,43,Married,With Children,Low,Rented House,1,0,No
331809,1,3,41,Married,Without Children,Low,Rented House,1,0,No
736999,2,3,30,Married,With Children,Medium,Rented House,2,0,No
920760,1,3,42,Married,With Children,Medium,Rented House,1,0,No
769878,1,2,45,Married,With Children,Low,Home Owner,1,0,No
596278,1,2,45,Married,With Children,Low,Home Owner,1,0,No
976121,2,3,41,Married,With Children,Low,Home Owner,0,0,No
747941,2,3,49,Married,With Children,Low,Home Owner,0,0,No
982222,1,2,55,Married,Without Children,Medium,Rented House,0,0,No
521076,1,2,42,Married,Without Children,Medium,Rented House,0,0,No
645600,2,1,24,Other Relationship,Without Children,Medium,Rented House,0,0,No
602850,1,3,49,Married,With Children,High,Home Owner,0,0,No
517153,1,4,45,Married,With Children,Medium,Home Owner,0,0,No
259090,1,3,42,Married,Without Children,High,Home Owner,0,0,No
256210,1,2,46,Married,With Children,Low,Rented House,0,0,No
771755,1,2,41,Other Relationship,Without Children,Medium,Rented House,1,0,No
761015,1,3,32,Married,With Children,Medium,Home Owner,1,0,No
665597,1,3,49,Married,With Children,Medium,Home Owner,1,0,No
103413,1,2,40,Married,Without Children,Medium,Rented House,1,0,No
506597,1,4,33,Married,With Children,Low,Rented House,1,2,No
483371,1,3,34,Married,With Children,Medium,Home Owner,0,0,No
776834,1,4,46,Married,With Children,Low,Rented House,0,0,No
372254,2,3,35,Married,With Children,Low,Home Owner,1,0,No
781017,1,1,30,Other Relationship,Without Children,Medium,Rented House,1,0,No
491729,1,3,54,Married,With Children,Medium,Home Owner,0,0,No
476679,1,5,49,Married,With Children,Medium,Home Owner,0,0,No
802403,1,3,40,Married,With Children,Medium,Home Owner,0,0,Yes
665684,1,3,36,Married,With Children,Low,Home Owner,2,0,No
787332,1,1,37,Other Relationship,Without Children,Medium,Rented House,1,0,No
277384,1,3,35,Married,With Children,Medium,Home Owner,1,0,Yes
789245,1,2,41,Other Relationship,With Children,Medium,Rented House,0,0,No
119698,1,4,40,Married,With Children,Low,Rented House,1,0,No
510975,1,2,51,Married,Without Children,Low,Home Owner,0,0,No
868113,1,3,45,Married,With Children,Low,Rented House,0,0,No
637048,1,3,45,Married,Without Children,Low,Home Owner,0,0,No
508307,1,2,44,Married,Without Children,Low,Rented House,1,0,No
130088,1,2,50,Other Relationship,Without Children,Low,Home Owner,0,0,No
295220,1,3,33,Married,With Children,Low,Home Owner,1,0,No
590533,1,2,46,Married,With Children,Low,Home Owner,0,0,No
46878,1,1,66,Married,Without Children,Medium,Home Owner,2,0,Yes
569676,1,2,39,Other Relationship,With Children,Low,Rented House,0,0,No
308197,1,4,50,Married,With Children,Low,Home Owner,0,0,No
605753,1,3,49,Married,With Children,High,Home Owner,1,0,Yes
838988,1,3,46,Married,With Children,Medium,Rented House,0,1,No
564609,2,3,37,Married,Without Children,Medium,Home Owner,0,0,No
464829,1,3,40,Married,With Children,Low,Rented House,0,0,No
501371,1,2,41,Married,Without Children,Low,Home Owner,0,0,No
896915,1,3,34,Married,With Children,Low,Rented House,0,0,No
72120,1,3,42,Married,With Children,Low,Home Owner,0,0,No
866352,1,4,45,Married,With Children,Low,Rented House,0,0,No
252852,1,4,48,Married,With Children,Low,Rented House,0,0,No
467589,1,3,48,Married,Without Children,Low,Home Owner,1,0,No
108380,1,2,42,Married,Without Children,Low,Rented House,0,0,No
649301,1,3,39,Married,With Children,Medium,Home Owner,1,0,No
426930,1,3,56,Married,With Children,Low,Rented House,1,0,No
331981,1,1,37,Other Relationship,With Children,Medium,Rented House,1,0,No
292594,1,3,34,Married,With Children,Low,Rented House,1,0,No
399130,1,3,46,Married,Without Children,Medium,Home Owner,0,0,No
524019,1,3,52,Married,With Children,Low,Home Owner,1,0,No
729355,2,4,45,Married,With Children,Medium,Rented House,1,0,No
85105,3,2,59,Married,Without Children,Low,Rented House,1,0,No
304914,1,3,41,Married,Without Children,Medium,Rented House,1,0,No
245050,1,2,46,Other Relationship,With Children,Low,Rented House,0,0,No
672624,2,2,41,Married,With Children,Medium,Home Owner,1,1,No
82969,1,2,40,Married,Without Children,Low,Rented House,0,0,No
481961,1,4,48,Married,With Children,Low,Rented House,0,0,No
756608,2,3,30,Married,With Children,Low,Home Owner,0,0,No
334808,1,2,42,Married,Without Children,Low,Rented House,0,0,No
944052,1,2,44,Married,With Children,Low,Rented House,1,0,No
392193,1,4,31,Other Relationship,With Children,Low,Home Owner,0,0,No
679241,2,2,55,Married,Without Children,Medium,Home Owner,1,0,No
472475,1,2,55,Other Relationship,Without Children,Low,Rented House,0,0,No
465408,1,2,40,Married,With Children,Low,Rented House,1,0,No
396323,1,3,47,Married,With Children,Medium,Home Owner,0,0,No
792615,1,2,45,Singles,With Children,Low,Home Owner,1,0,No
998910,1,1,37,Other Relationship,Without Children,Medium,Rented House,0,0,No
772561,1,5,33,Married,With Children,Low,Home Owner,0,0,No
285963,1,3,40,Married,With Children,Medium,Rented House,0,0,No
397513,1,3,56,Married,Without Children,Medium,Home Owner,0,0,No
506283,1,3,43,Married,Without Children,Low,Home Owner,0,0,No
86862,1,3,45,Married,With Children,Low,Rented House,0,0,No
40124,1,2,49,Married,With Children,Medium,Home Owner,1,0,No
243260,1,2,46,Married,Without Children,Low,Rented House,0,0,No
249342,1,2,37,Married,With Children,Low,Rented House,0,0,No
804144,1,3,42,Married,With Children,Low,Home Owner,0,0,No
815038,1,1,50,Other Relationship,Without Children,Low,Home Owner,0,0,No
865501,1,3,45,Married,With Children,Low,Rented House,0,0,No
253799,2,3,39,Married,With Children,Low,Home Owner,0,0,No
193970,1,2,42,Married,With Children,Low,Rented House,1,0,No
67748,1,4,31,Married,With Children,High,Home Owner,1,0,No
631423,1,3,43,Married,With Children,Medium,Home Owner,1,0,Yes
852681,1,3,46,Married,With Children,Medium,Rented House,0,0,No
560938,1,3,43,Married,With Children,Medium,Home Owner,1,0,Yes
904689,1,3,43,Married,With Children,Low,Rented House,1,0,No
650302,1,2,53,Married,Without Children,Medium,Rented House,1,2,No
963562,1,3,48,Married,With Children,Medium,Home Owner,0,0,No
90897,1,3,40,Married,With Children,Low,Rented House,1,0,No
322106,1,2,55,Married,With Children,Medium,Home Owner,1,0,No
33997,1,3,46,Married,With Children,Low,Rented House,0,0,No
592939,1,2,36,Married,With Children,Low,Rented House,1,0,No
24892,1,3,40,Married,With Children,Low,Rented House,0,0,No
815363,1,4,43,Married,With Children,Low,Home Owner,0,0,No
242106,1,3,47,Married,With Children,Low,Rented House,0,0,No
407451,1,3,40,Married,Without Children,Low,Home Owner,1,0,No
659888,1,3,48,Married,Without Children,Low,Home Owner,1,0,Yes
16719,1,3,38,Married,Without Children,High,Home Owner,2,0,No
352159,1,3,49,Married,With Children,Low,Rented House,0,0,No
790282,1,3,41,Married,With Children,Medium,Home Owner,0,0,No
485931,1,2,50,Married,Without Children,Medium,Home Owner,1,0,No
337783,1,2,40,Married,With Children,Medium,Home Owner,1,0,No
617621,2,3,47,Married,With Children,Low,Home Owner,1,0,No
105395,1,2,36,Married,Without Children,Low,Home Owner,0,0,No
92599,1,4,40,Married,With Children,Medium,Rented House,1,0,No
974373,1,3,40,Married,Without Children,Medium,Rented House,1,0,No
527638,1,2,53,Married,Without Children,Low,Rented House,1,0,Yes
132576,1,3,45,Married,With Children,Medium,Rented House,0,2,No
933032,1,3,40,Married,With Children,Medium,Home Owner,1,0,No
661280,1,3,39,Married,With Children,Medium,Rented House,0,0,No
789644,8,2,43,Other Relationship,Without Children,Medium,Home Owner,0,0,No
107503,1,3,44,Married,With Children,Medium,Home Owner,1,0,Yes
598337,1,4,32,Married,With Children,Low,Home Owner,1,0,No
127235,1,4,41,Married,With Children,Low,Rented House,0,0,No
406307,1,2,56,Married,Without Children,Low,Rented House,2,0,No
924961,1,3,56,Married,Without Children,Low,Home Owner,0,0,No
911002,1,3,31,Married,Without Children,Medium,Home Owner,1,0,Yes
719263,1,3,40,Married,With Children,Low,Home Owner,1,1,No
906282,1,2,42,Married,With Children,Low,Home Owner,0,0,No
694988,1,3,59,Married,With Children,Low,Rented House,1,0,No
430030,1,3,50,Married,With Children,Low,Home Owner,0,0,No
865131,1,4,35,Married,With Children,Medium,Home Owner,1,0,No
123319,1,2,60,Married,With Children,Low,Home Owner,0,0,No
255332,1,2,50,Married,Without Children,Medium,Home Owner,0,0,No
4416,2,3,40,Married,With Children,Low,Home Owner,0,0,No
965820,1,2,30,Living Together,Without Children,Low,Rented House,0,0,No
422291,2,3,41,Married,With Children,High,Home Owner,0,0,No
